	labels	sentence	index
8588	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Multiple myeloma ( MM ) is classically illustrated by a desynchronized cytokine system with rise in inflammatory cytokines .	22971811_s0
8589	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	There are recent reports which emphasized the potential role of angiogenesis in the development of MM. Role of cyclooxygenase 2 ( COX-2 ) is well documented in the pathogenesis of solid tumors , but little is known about its occurrence and function in hematologic neoplasms .	22971811_s1
8590	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Involvement of neoangiogenesis is reported in the progression of MM , and angiopoietins probably contribute to this progression by enhancing neovascularization .	22971811_s2
8591	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Circulatory and mRNA levels of angiogenic factors and cyclooxygenase were determined in 125 subjects ( 75 MM patients and 50 healthy controls ) by using enzyme-linked immunosorbent assay and quantitative PCR .	22971811_s3
8592	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]	We observed significant increase for angiogenic factors ( Ang-1 , Ang-2 , hepatocyte growth factor , and vascular endothelial growth factor ) and cyclooxygenase at circulatory level , as well as at mRNA level , as compared to healthy controls except insignificant increase for Ang-1 at circulatory level .	22971811_s4
8593	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	We have also observed the significant positive correlation of all angiogenic factors with cyclooxygenase .	22971811_s5
8595	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	PURPOSE Precise monitoring of active angiogenesis in neovascular eye diseases such as age-related macular degeneration ( AMD ) enables sensitive use of antiangiogenic drugs and reduces adverse side effects .	22605917_s0
8597	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we report such a technique using fluorophore-labeled cationic liposomes ( CL ) detected with a standard clinical in vivo scanning laser ophthalmoscope ( SLO ) .	22605917_s2
8598	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS C57Bl/6 mice underwent laser coagulations at day 0 ( d0 ) to induce choroidal neovascularization ( CNV ) .	22605917_s3
8599	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Liposomes labeled with Oregon green , rhodamine ( Rh ) , or indocyanine green ( ICG ) were injected into the tail vein at various time points after laser coagulation , and their fluorescence was observed in vivo 60 min later using an SLO , or afterwards in choroidal flatmounts or cryosections .	22605917_s4
8600	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS SLO detected accumulated fluorescence only in active CNV lesions with insignificant background noise .	22605917_s5
8601	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The best signal was obtained with CL-ICG .	22605917_s6
8602	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Choroidal flatmounts and cryosections of the eye confirmed the location of retained CL in CNV lesions .	22605917_s7
8603	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Neutral liposomes , in contrast , showed no accumulation .	22605917_s8
8604	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS These results establish fluorophore-labeled CL as high affinity markers to selectively stain active CNV .	22605917_s9
8605	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	This novel , non-invasive SLO imaging technique could improve risk assessment and indication for current intraocular antiangiogenic drugs in neovascular eye diseases , as well as monitor therapeutic outcomes .	22605917_s10
8607	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The tumor suppressor LKB1 is inactivated in 90% of Peutz-Jeghers cancer syndrome , 30-40% of non-small cell lung carcinoma , and a variety of other cancers , indicating the loss of LKB1 activity is a critical step in oncogenesis .	20368693_s0
8608	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , current understanding of LKB1 function is largely limited to the results from cancer cells , and how LKB1 inactivation initiates malignant transformation in normal cells remains unclear .	20368693_s1
8610	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Downregulation of endogenous LKB1 lead to a facilitated G(1)/S transition , accompanied by a concomitant increase in Rb phosphorylation ( Ser(807/811) ) .	20368693_s3
8611	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Furthermore , reduced expression of p53 and p16 was observed in LKB1 ablated cells , while no differences were detected for cyclin D1 and cyclin E. These results jointly suggest that endogenous LKB1 knockdown accelerates cell cycle progression through G(1)/S checkpoint in HEK-293T cells and HUVECs , which is at least in part , mediated by decline of p53 and p16 pathways .	20368693_s4
8612	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our findings provided a plausible mechanism by which loss of LKB1 expression in normal cells contributes to the formation of malignancies .	20368693_s5
8613	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The vinorelbine sensitivity of eight recently established head and neck squamous cell carcinoma ( SCC ) cell lines was tested using the 96-well plate clonogenic assay .	12530056_s0
8614	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The chemosensitivity of these head and neck SCC cell lines to vinorelbine expressed as IC50 , corresponding to the drug concentration causing 50% inhibition in clonogenic survival , varied between 0.6 and 1.0 nM .	12530056_s1
8615	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The dose-dependent growth inhibition caused by vinorelbine was measured in three of these cell lines .	12530056_s2
8616	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A clear growth inhibition was observed at a concentration of 3 nM .	12530056_s3
8617	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The same cell lines were studied with flow cytometry .	12530056_s4
8618	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	When exposed to 3 nM and 5 nM vinorelbine , an accumulation of the cells in the G2/M-phase was observed in all cultures after 12 hours .	12530056_s5
8619	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The morphological changes induced by 3 nM and 5 nM vinorelbine to the UT-SCC-33 cell line were analysed with time-lapse video microscopy .	12530056_s6
8621	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These results indicate that , in vitro , the head and neck SCC is consistently sensitive to vinorelbine , which blocks the cell cycle in G2/M , the most radiosensitive phase .	12530056_s8
8623	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Pituitary carcinoma occurs in of resected pituitary tumours and carries a poor prognosis ( mean survival <4 years ) , with standard chemotherapy regimens showing limited efficacy .	22076588_s0
8624	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Recent evidence suggests that temozolomide ( TMZ ) , an orally-active alkylating agent used principally in the management of glioblastoma , may also be effective in controlling aggressive/invasive pituitary adenomas/carcinomas .	22076588_s1
8625	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A low level of expression of the DNA-repair enzyme O6-methylguanine-DNA methyltransferase ( MGMT ) predicts TMZ responsiveness in glioblastomas , and a similar correlation has been observed in the majority of aggressive pituitary adenomas/carcinomas reported to date .	22076588_s2
8626	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we report a case of a silent pituitary corticotroph adenoma , which subsequently re-presented with Cushing's syndrome due to functioning hepatic metastases .	22076588_s3
8627	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The tumour exhibited low immunohistochemical MGMT expression in both primary ( pituitary ) and secondary ( hepatic ) lesions .	22076588_s4
8628	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Initial TMZ therapy ( 200 mg/m² for 5 days every 28 days-seven cycles ) resulted in marked clinical , biochemical [ >50% fall in adrenocorticotrophic hormone ( ACTH) ] and radiological [ partial RECIST ( response evaluation criteria in solid tumors ) response ] improvements .	22076588_s5
8629	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The patient then underwent bilateral adrenalectomy .	22076588_s6
8630	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , despite reintroduction of TMZ therapy ( further eight cycles ) ACTH levels plateaued and no further radiological regression was observed .	22076588_s7
8631	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We review the existing literature reporting TMZ efficacy in pituitary corticotroph tumours , and highlight the pointers/lessons for treating aggressive pituitary neoplasia that can be drawn from experience of susceptibility and evolving resistance to TMZ therapy in glioblastoma .	22076588_s8
8633	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Piwi-interacting RNAs are a diverse class of small non-coding RNAs implicated in the silencing of transposable elements and the safeguarding of genome integrity .	23166510_s0
8638	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Pachytene piRNA-deficient spermatocytes progress through meiosis without derepression of LINE1 retrotransposons , but become arrested at the post-meiotic round spermatid stage with massive DNA damage .	23166510_s5
8642	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	By fluorescence-activated cell sorting analysis , the immune response of SR/CR mice after intraperitoneal injection of cancer cells was investigated and compared with parent strain mice .	23030360_s2
8644	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A large fraction of these leukocytes were polymorphonuclear granulocytes , macrophages and natural killer cells .	23030360_s4
8645	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A relative decrease in influx of B-cells compared with controls was demonstrated .	23030360_s5
8646	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Increased proportions of leukocytes belonging to the innate immune system were also demonstrated in splenocytes of SR/CR mice .	23030360_s6
8647	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cytospins of peritoneal fluid from SR/CR mice after cancer cell injection showed formations of immune cells morphologically resembling polymorphonuclear granulocytes and macrophages adjoining the cancer cells .	23030360_s7
8648	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The results point to the potential involvement of innate immune cells in cancer immunology .	23030360_s8
8649	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our data support migration of polymorphonuclear granulocytes , macrophages and NK cells into the peritoneum of the SR/CR mouse in response to intraperitoneal injection of S180 cancer cells .	23030360_s9
8652	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We reproduce important aspects of previous published data and further extend them by showing differentially regulated populations of splenocytes including B-lymphocytes in SR/CR mice compared with parent strain controls .	23030360_s12
8653	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Importantly , this differentially regulated immune response of SR/CR mice could not be found in response to challenge with the lymphoma cell line EL-4 .	23030360_s13
8654	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The signal transducer and activator of transcription ( STAT)1 is a cytoplasmic-transcription factor that is phosphorylated by Janus kinases ( Jak ) in response to interferon gamma(IFN-gamma) .	12470592_s0
8655	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The phosphorylated STAT1 translocates to the nucleus , where it turns on specific sets of IFN-gamma-inducible genes , such as the interferon regulatory factor ( IRF)-1 .	12470592_s1
8656	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We show here that gamma irradiation reduces the IFN-gamma mRNA expression .	12470592_s2
8657	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The inhibition of the STAT1 phosphorylation and the IRF-1 expression by gamma irradiation was also observed .	12470592_s3
8658	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , the mRNA levels of IL-5 and transcription factor GATA-3 were slightly induced by gamma irradiation when compared to the non-irradiated sample .	12470592_s4
8659	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , we detected the inhibition of cell-mediated immunity by gamma irradiation in the allogenic-mixed lymphocytes ' reaction ( MLR ) .	12470592_s5
8660	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These results postulate that gamma irradiation induces the polarized-Th2 response and interferes with STAT1 signals , thereby causing the immunosuppression of the Th1 response .	12470592_s6
8663	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we show that SIRT1 , the human Sir2 homolog , is recruited to the promyelocytic leukemia protein ( PML ) nuclear bodies of mammalian cells upon overexpression of either PML or oncogenic Ras ( Ha-rasV12 ) .	12006491_s2
8664	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	SIRT1 binds and deacetylates p53 , a component of PML nuclear bodies , and it can repress p53-mediated transactivation .	12006491_s3
8665	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Moreover , we show that SIRT1 and p53 co-localize in nuclear bodies upon PML upregulation .	12006491_s4
8666	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	When overexpressed in primary mouse embryo fibroblasts ( MEFs ) , SIRT1 antagonizes PML-induced acetylation of p53 and rescues PML-mediated premature cellular senescence .	12006491_s5
8671	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Untreated Fus1(-/-) mice had an higher proportion of peritoneal granulocytes than Fus1(+/+) mice , pointing at ongoing chronic inflammation .	22513871_s3
8672	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Fus1(-/-) mice exhibited a perturbed inflammatory response to asbestos , reflected in decreased immune organ weight and peritoneal fluid protein concentration , along with an increased proportion of peritoneal macrophages .	22513871_s4
8673	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Fus1(-/-) immune cells showed augmented asbestos-induced activation of key inflammatory , anti-oxidant and genotoxic stress response proteins ERK1/2 , NFκB , SOD2 , γH2AX , etc .	22513871_s5
8674	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Moreover , Fus1(-/-) mice demonstrated altered dynamics of pro- and anti-inflammatory cytokine expression , such as IFNγ , TNFα , IL-1A , IL-1B and IL-10 .	22513871_s6
8675	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	' Late ' response cytokine Ccl5 was persistently under-expressed in Fus1(-/-) immune cells at both basal and asbestos-activated states .	22513871_s7
8676	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We observed an asbestos-related difference in the size of CD3(+) CD4(-) CD8(-) DN T cell subset that was expanded four-fold in Fus1(-/-) mice .	22513871_s8
8677	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Finally , we demonstrated Fus1-dependent basal and asbestos-induced changes in major mitochondrial parameters ( ROS production , mitochondrial potential and UCP2 expression ) in Fus1(-/-) immune cells and in Fus1-depleted cancer cells , thus supporting our hypothesis that Fus1 establishes its immune- and tumour-suppressive activities via regulation of mitochondrial homeostasis .	22513871_s9
8679	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , further investigations are needed to identify GSK3-dependent mechanisms involved in the control of pancreatic cancer cell proliferation and survival .	22201186_s1
8680	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This study was undertaken to provide further support for a role of GSK3 in pancreatic cancer cell growth as well as to identify new cellular and molecular mechanisms involved .	22201186_s2
8681	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Herein , we demonstrate that prolonged inhibition of GSK3 triggers an apoptotic response only in human pancreatic cancer cells but not in human non-transformed pancreatic epithelial cells .	22201186_s3
8682	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We show that prolonged inhibition of GSK3 activity increases Bim messenger RNA and protein expressions .	22201186_s4
8683	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Moreover , we provide evidence that activation of the c-jun N-terminal kinase ( JNK ) pathway is necessary for the GSK3 inhibition-mediated increase in Bim expression and apoptotic response .	22201186_s5
8684	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Finally , we demonstrate that concomitant inhibition of GSK3 potentiates the death ligand-induced apoptotic response in pancreatic cancer cells but not in non-transformed pancreatic epithelial cells and that this effect also requires JNK activity .	22201186_s6
8685	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Considering that different approaches leading to stimulation of death receptor signaling are under clinical trials for treatment of unresectable or metastatic pancreatic cancer , inhibition of GSK3 could represent an attractive new avenue to improve their effectiveness .	22201186_s7
