	labels	sentence	index
7786	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Apoptosis values for PBMCs and sFas values were with 1/4 higher than normals .	15055260_s7
7787	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	There was no difference in clinical evolution of the patients with normal or increased values for studied parameters .	15055260_s8
7789	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	The presence of increased values for PBMCs and sFas after tumour excision , primary or metastasis is surprising and hard to explain .	15055260_s10
7790	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It is possible that tumoral evolution induces a disregulation at PBMCs level or other cells level that persists unexpectedly , after tumour excision or apoptotic processes , in a certain level to be independent and anterior to tumour development .	15055260_s11
7791	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND Human Barrett's cancer cell lines have numerous , poorly-characterized genetic abnormalities and , consequently , those lines have limited utility as models for studying the early molecular events in carcinogenesis .	20927195_s0
7793	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODOLOGY/PRINCIPAL FINDINGS To develop such model cell lines , we started with telomerase-immortalized , non-neoplastic Barrett's epithelial ( BAR-T ) cells , which are spontaneously deficient in p16 , and proceeded to knock down p53 using RNAi , to activate Ras by introducing oncogenic H-Ras(G12V) , or both .	20927195_s2
7794	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BAR-T cells infected with either p53 RNAi or oncogenic H-Ras(G12V) alone maintained cell-to-cell contact inhibition and did not exhibit anchorage-independent growth in soft agar .	20927195_s3
7795	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , the combination of p53 RNAi knockdown with expression of oncogenic H-Ras(G12V) transformed the p16-deficient BAR-T cells , as evidenced by their loss of contact inhibition , by their formation of colonies in soft agar , and by their generation of tumors in immunodeficient mice .	20927195_s4
7796	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS/SIGNIFICANCE Through these experiments , we have generated a number of transformed and non-transformed cell lines with well-characterized genetic abnormalities recapitulating various stages of carcinogenesis in Barrett's esophagus .	20927195_s5
7797	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These lines should be useful models for the study of carcinogenesis in Barrett's esophagus , and for testing the efficacy of chemopreventive and chemotherapeutic agents .	20927195_s6
7798	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cellular senescence is a mechanism to inhibit the growth of mammalian cells after oncogenic activation , or in response to damage or stress .	20664062_s0
7799	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We describe here the identification of a novel gene , SENEX , that regulates stress induced premature senescence pathways in endothelial cells ( ECs ) involving p16(INK4a) and retinoblastoma protein activation .	20664062_s1
7800	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Endogenous levels of SENEX remain unchanged during replicative senescence but are regulated by H(2)O(2)-mediated stress .	20664062_s2
7801	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	In contrast to that previously described for senescence in other cell types , the SENEX induced senescent ECs are profoundly anti-inflammatory .	20664062_s3
7803	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore they are resistant to thrombin induced vascular leak .	20664062_s5
7804	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Senescent ECs such as those lining atherosclerotic lesions may therefore function to limit the inflammatory response .	20664062_s6
7805	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	SENEX is also essential for EC survival since depletion either ectopically by siRNA or by high- dose H(2)O(2) treatment causes apoptosis .	20664062_s7
7806	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Together , these findings expand our understanding of the role of senescence in the vasculature and identify SENEX as a fulcrum for driving the resultant phenotype of the endothelium after activation .	20664062_s8
7807	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Pancreatic ductal adenocarcinoma ( PDAC ) is one of the most aggressive human neoplasms with extremely poor prognosis and a low survival rate .	23233419_s0
7808	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Immunosuppressive cell populations , e.g. regulatory T cells ( Treg ) , appear to be important in PDAC , contributing to patient's poor prognosis .	23233419_s1
7809	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Therefore , we investigated the PDAC microenvironment with a focus on conventional and regulatory T cells in view of their potential therapeutic importance .	23233419_s2
7810	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We found that tumors from the murine Panc02 orthotopic model of PDAC were infiltrated with high numbers of Treg .	23233419_s3
7811	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Remarkably , these cells exhibited the effector/memory phenotype , suggesting their enhanced suppressive activity and higher proliferation capacity .	23233419_s4
7812	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Although we observed a steady increase in transforming growth factor-β ( TGF-β ) levels in the tumors , treatment with a specific inhibitor of TGF-β receptor I kinase failed to abrogate Treg accumulation .	23233419_s5
7814	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , intense Treg cell division in the tumor microenvironment was demonstrated , suggesting local proliferation as a major mechanism of Treg accumulation in PDAC .	23233419_s7
7815	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Notably , this accumulation was reduced by low-dose gemcitabine administration , resulting in a modestly increased survival of PDAC mice .	23233419_s8
7816	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our results provide an insight into mechanisms of immunosuppression in PDAC , suggesting an important role for proliferative expansion of effector/memory Treg .	23233419_s9
7817	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Low-dose gemcitabine therapy selectively depletes Treg , providing a basis for new modalities of PDAC therapy .	23233419_s10
7818	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Retrovirally induced immunosuppression may elevate the incidence of chemically induced cancers .	1330343_s0
7819	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A proposed hypothesis to explain this relationship is the increased free radical activity observed during retroviral infection and carcinogen activation .	1330343_s1
7820	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We previously found that vitamin E retarded growth of esophageal tumors accompanied by reductions of free radical products .	1330343_s2
7822	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Female C57BL/6 mice received NMBzA or vehicle ( corn oil ) i.p. weekly for 3 weeks .	1330343_s4
7823	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Then some of the mice were infected with LP-BM5 murine retrovirus and fed diets containing 30 IU vitamin E or 172 IU vitamin E/kg of diet .	1330343_s5
7824	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	As an assessment of free radical activity , exhaled ethane was measured prior to killing the animals at 26 weeks .	1330343_s6
7825	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Esophagi from the various mice groups were assessed for size and frequency of tumors .	1330343_s7
7826	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Livers homogenates were analyzed for vitamins A and E , lipid fluorescence , conjugated dienes and malondialdehyde .	1330343_s8
7827	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Hepatic levels of vitamin A and E were decreased ( P < 0.05 ) and indices of lipid peroxidation were greater ( P < 0.05 ) in NMBzA-treated mice relative to controls .	1330343_s9
7828	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Lipid peroxidation and serum transaminases ( ALT and AST ) were greatest in mice given NMBzA and infected with the retroviruses .	1330343_s10
7829	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Incidence of esophageal tumors were also greatest in the NMBzA-treated , immunocompromised animals .	1330343_s11
7830	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Mice fed vitamin E-supplemented diets showed increased ( P < 0.05 ) hepatic concentrations of vitamin E and vitamin A , decreased activities of serum transaminases , decreased indices of lipid peroxidation , and decreased size and frequency of esophageal tumors in both the immunocompromised and non-immunocompromised mice .	1330343_s12
7831	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These results suggest that vitamin E plays an antioxidant function that retards the incidence of esophageal cancers in immunocompromised and non-immunocompromised animals .	1330343_s13
7832	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Recent epidemiological and experimental investigations suggest a close relationship between cyclooxygenase ( COX ) and pathogenesis of colorectal cancer .	12664617_s0
7833	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	There are two isoforms , COX-1 and COX-2 , which differ in physiological functions and distribution .	12664617_s1
7834	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This study is to investigate the possible roles of both isoforms in the proliferation of colon carcinoma cells .	12664617_s2
7835	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A human colon carcinoma cell line , COLO 320DM , was transfected with an eukaryotic expression vector ( pEF-BOS ) carrying cDNA of either COX-1 or COX-2 .	12664617_s3
7838	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The stimulated growth of the COX-expressing cells was confirmed by the increased DNA synthesis as assessed by [ 3H]thymidine incorporation .	12664617_s6
7840	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	A COX inhibitor , indomethacin , suppressed the stimulated growth , increased DNA synthesis and induction of epidermal growth factor receptor in the COX-1 and COX-2-transfected cells .	12664617_s8
7842	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Inflammation which is an indispensable participant in tumor progression is intricately linked with redox modulation .	19836430_s0
7843	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The pro-inflammatory cytokine Tumor Necrosis Factor ( TNFalpha ) elevates reactive oxygen species ( ROS ) in glioblastoma multiforme ( GBM ) .	19836430_s1
7844	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	As both TNFalpha and oxidative stress independently play role in regulating cytoskeletal organization and cell survival pathways we investigated whether TNFalpha mediated oxidative stress regulates responses that offer survival advantages to glioblastoma cells .	19836430_s2
7846	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Increased in Akt phosphorylation was concurrent with the decrease in ROS scavenger SOD-1 levels .	19836430_s4
7847	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	TNFalpha mediated increase in Akt phosphorylation was dependent on oxidative stress as Akt phosphorylation was abrogated in the presence of ROS inhibitor and elevated in cells transfected with SOD-1 siRNA .	19836430_s5
7848	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	TNFalpha altered actin cytoskeletal organization and increased Cdc42 levels .	19836430_s6
7849	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This increase in Cdc42 was concomitant with its increased interaction with scaffold protein IQGAP-1 .	19836430_s7
7850	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Also , we report for the first time a ROS dependent interaction between pAkt and IQGAP-1 in TNFalpha treated cells .	19836430_s8
7851	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Importantly , Akt inhibition not only reversed TNFalpha mediated changes in actin cytoskeletal organization but also abrogated anchorage independent growth .	19836430_s9
7852	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Together , these results suggest that TNFalpha induced oxidative stress affects Akt activation to regulate actin organization and growth of glioma cells .	19836430_s10
7853	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Tumor metastasis represents a complex multistep process that requires migration , invasion , and angiogenesis .	12479268_s0
7854	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , we examined the impact of molecular blockade of the epidermal growth factor receptor on the invasive and metastatic capacity of human squamous cell carcinoma ( SCC ) of the head and neck using in vitro and in vivo model systems .	12479268_s1
7855	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Treatment with the anti-epidermal growth factor receptor antibody C225 attenuated the migration of SCC-1 tumor cells through a chemotaxis chamber in a dose-dependent manner .	12479268_s2
7856	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Incubation of SCC cells with 10-100 nM C225 for 4 h resulted in 40-60% inhibition of cell migration .	12479268_s3
7857	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , in the presence of C225 , the capacity of SCC-1 to invade across a layer of extracellular matrix ( Matrigel ) was significantly inhibited .	12479268_s4
7858	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Using an in vivo orthotopic floor-of-mouth xenograft model , locoregional tumor invasion of SCC-1 into muscle , vessel , bone , and perineural tissues was inhibited in C225-treated mice .	12479268_s5
7859	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This inhibition was additionally characterized by down-regulation in the expression of matrix metalloproteinase-9 .	12479268_s6
7860	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These data suggest that inhibition of metastatic potential by C225 may be mediated via decreased migration and invasion of SCC cells .	12479268_s7
7862	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Treatment with C225 reduced cell-to-cell interaction of human umbilical vascular endothelial cells , resulting in disruption of tube formation .	12479268_s9
7863	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The effect of C225 was additionally examined using an in vivo tumor xenograft neovascularization model of angiogenesis .	12479268_s10
7864	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Systemic treatment with C225 not only reduced tumor growth and the number of blood capillaries but also hindered the growth of established vessels toward the tumor .	12479268_s11
7865	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Taken together , these results provide evidence that C225 can suppress tumor-induced neovascularization and metastasis in SCC of the head and neck .	12479268_s12
7866	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	OBJECTIVES Human neutrophil proteins-1 , -2 , and -3 ( HNPs -1 , -2 , and -3 ) are expressed in several tumor types .	23011762_s0
7869	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	DESIGN AND METHODS The plasma levels of HNPs 1-3 were measured in 60 patients with bladder cancer and in 58 healthy controls .	23011762_s3
7870	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The plasma levels of HNPs 1-3 were determined by a solid-phase enzyme-linked immunosorbent assay ( ELISA ) .	23011762_s4
7871	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Plasma samples were obtained before surgery .	23011762_s5
7872	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Plasma samples were permitted to clot and were then stored at -80 �C until use .	23011762_s6
7873	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS The levels of the HNPs increased from grade 1 to 4 tumors and this difference was statistically significant ( p < 0.001 ) .	23011762_s7
7876	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This study suggests that HNPs 1-3 promote tumor invasion and are potential indicators of disease progression in patients with bladder cancer .	23011762_s10
7877	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Clinical data and biological samples were prospectively collected in 42 children with lymphoproliferative disease ( LPD ) secondary to organ/bone marrow transplant-related immunosuppression ( 30 : 11 liver , 10 heart/lung , 8 kidney and 1 bone marrow ) , other drug-induced immunosuppression ( 2 ) , congenital immunodeficiency ( 8 ) or human immunodeficiency virus ( HIV)-related immune dysfunction ( 2 ) .	12139732_s0
7878	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Ages ranged from 10 months to 17 years and there were 15 girls .	12139732_s1
7879	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Pathology was centrally reviewed and showed polymorphic features in 5 cases , monomorphic in 23 , mixed pattern in 5 patients and 9 other types .	12139732_s2
7880	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Using the Revised European-American Classification of Lymphoid Neoplasms , 5 were B lymphoblastoid , 24 were high-grade B and 14 were other subtypes .	12139732_s3
7881	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Using the Pittsburgh classification , 9 were lymphadenopathic , 10 were systemic , 25 were lymphomatous and , with the Murphy grouping for non-Hodgkin's lymphoma ( NHL ) , 10 were localized and 32 non-localized .	12139732_s4
7884	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Reduced immunosuppression in solid organ transplant patients resulted in resolution of disease in 14/24 , which was sustained in 11 .	12139732_s7
7885	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Nineteen patients received chemotherapy , 14/18 evaluable responded , which was sustained in 8 cases .	12139732_s8
7886	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Seven out of 29 solid organ transplant and 10/13 other immune-deficient patients died .	12139732_s9
