	labels	sentence	index
8318	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	In mice in which inflammation was induced at the same region , on the other hand , hepatic levels of Zn and MT increased transiently after the injection of turpentine or carrageenan even when they were fed the Zn-deficient diet .	1472035_s3
8319	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These results suggest that the elevation of MT and Zn levels can be a helpful marker for detecting malignancy .	1472035_s4
8320	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The purpose of this study was to evaluate the usefulness of high-resolution MRI ( HR-MRI ) and proton MR spectroscopy ( (1)H-MRS ) for monitoring the early therapeutic response to radiotherapy .	21030797_s0
8321	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Twenty rabbits with VX2 carcinoma were divided into control ( n = 8 ) and irradiation ( n = 12 ) groups .	21030797_s1
8322	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The irradiation group underwent HR-MRI and ( 1)H-MRS using a microscopy coil at 1 , 3 , 7 or 14 days after irradiation .	21030797_s2
8323	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Rabbits in the control group were subjected to HR-MRI and ( 1)H-MRS at the same time intervals .	21030797_s3
8324	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	All rabbits were killed after imaging and subjected to histopathologic examinations .	21030797_s4
8325	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The diameter of necrosis by HR-MRI was then compared to that on the gross specimens .	21030797_s5
8326	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The ratios of choline/creatine ( Cho/Cr ) and lactate/creatine ( Lac/Cr ) on the tumor and necrotic area detected by in vivo ( 1)H-MRS were compared between the control and irradiation groups , respectively .	21030797_s6
8328	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	A significant correlation was found between the diameter of necrosis in each sequence of HR-MRI and that in the gross specimens ( r = 0.84-0.91 , p = 0.03- < 0.003 ) .	21030797_s8
8329	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The ratios of Lac/Cr in the tumors of the irradiation groups were significantly higher than those in the control groups after 1 day and 3 days of irradiation ( p = 0.04 , and p = 0.02 ) .	21030797_s9
8331	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It was suggested that HR-MRI and ( 1)H-MRS are useful methods for monitoring the early therapeutic response to radiotherapy .	21030797_s11
8332	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The HT29 adenocarcinoma is a common model of epithelial cell differentiation and colorectal cancer and its death is an oft-analyzed response to TNF family receptor signaling .	12478469_s0
8333	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The death event itself remains poorly characterized and here we have examined the involvement of caspases using pan-caspase inhibitors. zVAD-fmk did not block death of HT29 cells in response to activation of the Fas , TRAIL , TNF , TWEAK and LTbeta receptors .	12478469_s1
8334	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	The secondary induction of TNF or the other known bona fide death inducing ligands did not account for death following LTbeta receptor activation indicating that TNF family receptors can trigger a caspase-independent death pathway regardless of the presence of canonical death domains in the receptor .	12478469_s2
8335	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To provide a frame of reference , the phenotype of HT29 death was compared to four other TNF family receptor triggered death events ; Fas induced Jurkat cell apoptosis , TNF/zVAD induced L929 fibroblast necrosis , TNF induced death of WEHI 164 fibroblastoid cells and TNF/zVAD induced U937 death .	12478469_s3
8336	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	The death of HT29 and U937 cells under these conditions is an intermediate form with both necrotic and apoptotic features .	12478469_s4
8337	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The efficient coupling of TNF receptors to a caspase-independent death event in an epithelial cell suggests an alternative approach to cancer therapy .	12478469_s5
8338	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Previously we have found deregulation of collagen metabolism in human pancreatitis and pancreatic cancer tissues .	12641820_s0
8340	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	IGF-I binding proteins ( BPs ) regulate the activity of IGF-I .	12641820_s2
8341	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We investigated whether serum and tissue IGF-I and IGF-BPs as well as tissue IGF-I receptor expression may reflect disturbances of collagen metabolism in patients with pancreatitis and pancreatic cancer .	12641820_s3
8343	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , serum from patients with pancreatitis did not show significant increases in IGF-I and IGFBP-3 levels , however , significant increases in IGFBP-1 level ( 2.5 fold ) .	12641820_s5
8345	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Pancreatic cancer tissue and serum of patients with pancreatic cancer showed significant increases in IGF-I , IGFBP-3 and IGFBP-1 content , accompanied by dramatic increases in IGF-I tissue receptor expression , compared to controls .	12641820_s7
8347	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The data suggest that disturbances in tissue collagen metabolism during pancreatic diseases may result from deregulation of IGF-I homeostasis and that elevated serum levels of IGF-I , IGFBP-3 and IGFBP-1 may serve as markers of pancreatic cancer .	12641820_s9
8348	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The deregulation of Met/hepatocyte growth factor ( HGF ) receptor tyrosine kinase signaling constitutes a common event in colorectal cancers .	20539003_s0
8349	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , the physiopathological functions of such a deregulation remain poorly understood .	20539003_s1
8350	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In the present study , we investigated the role of the deregulation of Met receptor in the neoplastic transformation of intestinal epithelial cells .	20539003_s2
8351	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To do so , the normal , well-established and characterized rat intestinal epithelial IEC-6 cells were transduced with a retrovirus carrying the oncogenic constitutive active form of Met receptor , Tpr-Met .	20539003_s3
8353	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Moreover , Tpr-Met-IEC-6 cells are conferred the capacity to produce the proangiogenic factor VEGF and to reduce the potent antiangiogenic factor thrombospondin-1 .	20539003_s5
8354	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Of significance , Tpr-Met-IEC-6 cells are endowed with the ability to elicit angiogenic responses and to form tumors and metastases in vivo .	20539003_s6
8355	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Hence , our study demonstrates for the first time that the sole oncogenic engagement of Met receptor in normal intestinal epithelial cells is sufficient to induce a wide array of cancerous biological processes that are fundamental to the initiation and malignant progression of colorectal cancers .	20539003_s7
8356	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We have previously reported that stressed apoptotic tumor cells are more immunogenic in vivo than nonstressed ones .	12393401_s0
8357	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Using confocal microscopy we have confirmed our previous observation that heat-stressed apoptotic 12B1-D1 leukemia cells ( BCR-ABL(+) ) express HSP60 and HSP72 on their surface .	12393401_s1
8360	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , when stressed apoptotic 12B1-D1 cells were coincubated with immature dendritic cells for 24 hours , this resulted in greater up-regulation of costimulatory molecules ( CD40 , CD80 , and CD86 ) on the surface of dendritic cells .	12393401_s4
8361	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Moreover , stressed apoptotic 12B1-D1 cells were more effective in stimulating dendritic cells to secrete interleukin-12 ( IL-12 ) and in enhancing their immunostimulatory functions in mixed leukocyte reactions .	12393401_s5
8362	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , we demonstrated that immunization of mice with stressed apoptotic 12B1-D1 cells induced the secretion of T helper-1 ( T(H)1 ) profile of cytokines by spleen cells .	12393401_s6
8363	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Splenocytes from mice immunized with stressed apoptotic cells , but not nonstressed ones , were capable of lysing 12B1-D1 and the parental 12B1 line , but not a B-cell leukemia line , A20 .	12393401_s7
8364	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Our data indicate that stressed apoptotic tumor cells are capable of providing the necessary danger signals , likely through increased surface expression of heat shock proteins ( HSPs ) , resulting in activation/maturation of dendritic cells and , ultimately , the generation of potent antitumor T-cell responses .	12393401_s8
8365	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Bimolecular reactions in Earth's atmosphere are generally assumed to proceed between reactants whose internal quantum states are fully thermally relaxed .	22936771_s0
8366	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we highlight a dramatic role for vibrationally excited bimolecular reactants in the oxidation of acetylene .	22936771_s1
8367	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The reaction proceeds by preliminary adduct formation between the alkyne and OH radical , with subsequent O(2) addition .	22936771_s2
8368	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Using a detailed theoretical model , we show that the product-branching ratio is determined by the excited vibrational quantum-state distribution of the adduct at the moment it reacts with O(2) .	22936771_s3
8369	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Experimentally , we found that under the simulated atmospheric conditions O(2) intercepts of the excited adducts before their vibrational quantum states have fully relaxed .	22936771_s4
8370	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Analogous interception of excited-state radicals by O(2) is likely common to a range of atmospheric reactions that proceed through peroxy complexes .	22936771_s5
8371	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Identification of the proteins that are associated with estrogen receptor ( ER ) status is a first step towards better understanding of the hormone-dependent nature of breast carcinogenesis .	21779449_s0
8373	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Because proteins are primary targets of therapeutic drugs , in this study , we have attempted to identify proteomic signatures that demarcate ER-positive and -negative breast cancers .	21779449_s2
8374	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Using highly enriched breast tumor cells , replicate analyses from 3 ERα+ and 3 ERα- human breast tumors resulted in the identification of 2,995 unique proteins with ≥2 peptides .	21779449_s3
8376	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Further , label-free quantitative proteome analysis revealed that 236 proteins were differentially expressed in ERα+ and ERα- breast tumors .	21779449_s5
8377	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Among these , 141 proteins were selectively up-regulated in ERα+ , and 95 proteins were selectively up-regulated in ERα- breast tumors .	21779449_s6
8378	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Comparison of differentially expressed proteins with a breast cancer database revealed 98 among these have been previously reported to be involved in breast cancer .	21779449_s7
8379	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	By Gene Ontology molecular function , dehydrogenase , reductase , cytoskeletal proteins , extracellular matrix , hydrolase , and lyase categories were significantly enriched in ERα+ , whereas selected calcium-binding protein , membrane traffic protein , and cytoskeletal protein were enriched in ERα- breast tumors .	21779449_s8
8381	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The presence and relative abundance of 4 selected differentially abundant proteins ( liprin-α1 , fascin , DAP5 , and β-arrestin-1 ) were quantified and validated by immunohistochemistry .	21779449_s10
8384	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RPE injury or degeneration may unlock mitotic block mediated by contact inhibition but may also promote epithelial-mesenchymal transition ( EMT ) contributing to retinal blindness .	22590627_s1
8385	[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Herein , we confirmed that EMT ensued in post-confluent ARPE-19 cells when contact inhibition was disrupted with EGTA followed by addition of EGF and FGF-2 because of activation of canonical Wnt and Smad/ZEB signaling .	22590627_s2
8386	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , knockdown of p120-catenin ( p120 ) unlocked such mitotic block by activating p120/Kaiso , but not activating canonical Wnt and Smad/ZEB signaling , thus avoiding EMT .	22590627_s3
8387	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Nuclear BrdU labeling was correlated with nuclear release of Kaiso through p120 nuclear translocation , which was associated with activation of RhoA-ROCK signaling , destabilization of microtubules .	22590627_s4
8388	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Prolonged p120 siRNA knockdown followed by withdrawal further expanded RPE into more compact monolayers with a normal phenotype and a higher density .	22590627_s5
8389	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This new strategy based on selective activation of p120/Kaiso but not Wnt/\u03b2-catenin signaling obviates the need of using single cells and the risk of EMT , and may be deployed to engineer surgical grafts containing RPE and other tissues .	22590627_s6
8391	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS Localization of the fatty acid hydrolytic enzyme ( FAAH ) , cannabinoid receptors 1(CB1) and cannabinoid receptors 2 ( CB2 ) proteins was detected in L02 and HepG2 cells using immunofluorescence .	20380798_s1
8393	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Meanwhile , the expression levels of FAAH , CB1 and CB2 receptor proteins , as well as P38 mitogen-activated protein kinase ( p-P38 MAPK ) and c-Jun-NH2-terminal kinase ( p-JNK ) proteins , were analyzed by Western blot .	20380798_s3
8395	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The expression level of FAAH protein was higher in HepG2 than in L02 cells .	20380798_s5
8396	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The expression level of CB1 receptor protein was very low in both L02 and HepG2 cells .	20380798_s6
8398	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	AEA treatment induced necrosis in HepG2 cells but not in L02 cells .	20380798_s8
8400	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The expression patterns of FAAH , CB1 and CB2 receptor protein in L02 and HepG2 cells were confirmed by western blot , which were consistent with the immunofluorescence results .	20380798_s10
8401	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	AEA treatment increased the levels of p-P38MAPK and p-JNK proteins in a dose-dependent manner in HepG2 cells ( F = 11.908 ; 26.054 , P less than 0.05 ) and the increase can be partially by prevented by MCD ( t = 2.801 ; t = 12.829 , P less than 0.05 ) .	20380798_s11
8402	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	CONCLUSION AEA treatment induces necrosis in HepG2 cells via CB1 and CB2 receptors and lipid rafts .	20380798_s12
8403	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Magnetite iron nanoparticles have been widely used as contrast agents and in thermal therapy for cancer .	20540983_s0
8404	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , their adverse effects on human health have not been fully investigated .	20540983_s1
8405	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , iron oxide nanoparticles were prepared using inorganic iron chloride ( size : 5.3+/-3.6 nm in phosphate buffered saline , surface charge : 23.14 mV ) , and their inflammatory responses were investigated .	20540983_s2
8406	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	When mice were treated with iron oxide nanoparticles ( 250 microg/kg , 500 microg/kg , and 1mg/kg ) by a single intratracheal instillation , the level of intracellular reduced glutathione ( GSH ) was decreased in the cells of bronchoalveolar lavage ( BAL ) fluid .	20540983_s3
8408	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	The concentrations of pro-inflammatory cytokines ( IL-1 , TNF-alpha , and IL-6 ) were dose-dependently increased at day 1 after instillation in the BAL fluid and in the blood .	20540983_s5
8409	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	During the experimental period of 28 days , pro-inflammatory cytokines ( IL-1 , TNF-alpha , and IL-6 ) , Th0 cytokine ( IL-2 ) , Th1 type cytokine ( IL-12 ) , Th2 type cytokines ( IL-4 and IL-5 ) , TGF-beta , and IgE were also elevated .	20540983_s6
8410	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Expressions of many genes related with inflammation or tissue damage such as heat shock protein , matrix metalloproteinase , tissue inhibitors of metalloproteinases , and serum amyloid A were significantly induced .	20540983_s7
8411	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Formation of microgranuloma , which is one of the indicators for chronic inflammatory response , was observed in the alveolar space .	20540983_s8
8412	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	In addition , distribution of B cell and CD8+ T cell in blood lymphocytes was increased at day 28 .	20540983_s9
8413	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Based on the result , iron oxide nanoparticles may subchronic induce inflammatory responses via oxidative stress in mice by a single intratracheal instillation .	20540983_s10
